gene_id	value
BSU40340	0.0
BSU15560	1.15
BSU18670	0.9342
BSU18480	1.11
BSU03270	0.9716
BSU22420	0.9776
BSU15190	1.07
BSU34790	0.983
BSU32110	0.5469
BSU37660	0.9617
BSU07810	0.896
BSU07800	0.9632
BSU22640	0.9251
BSU14860	0.9063
BSU22630	1.03
BSU14590	1.08
BSU14580	1.0
BSU14600	1.0
BSU15180	1.52
BSU39540	1.18
BSU38860	0.7926
BSU30870	0.9353
BSU23070	0.8573
BSU33930	1.3
BSU15220	1.44
BSU15200	0.9338
BSU33910	0.8285
BSU16540	1.02
BSU29790	1.15
BSU15230	1.15
BSU35580	0.8679
BSU04570	0.9622
BSU03280	0.7078
BSU28140	0.8441
BSU25420	1.13
BSU10120	1.21
BSU36890	0.7477
BSU03010	0.9209
BSU38240	0.9672
BSU15480	0.9657
BSU39360	0.9007
BSU36650	0.8035
BSU28130	0.9126
BSU36660	0.6984
BSU36640	0.851
BSU30560	1.13
BSU23920	1.35
BSU18210	1.34
BSU23500	1.22
BSU22610	0.9743
BSU27900	1.2
BSU10140	1.12
BSU18830	0.9797
BSU06530	0.5764
BSU22650	0.9268
BSU06500	0.5969
BSU34860	0.4516
BSU06450	0.8135
BSU22060	0.8297
BSU06470	0.6793
BSU22070	0.8797
BSU06480	0.785
BSU17600	1.03
BSU17610	1.04
BSU34880	0.3769
BSU06660	1.13
BSU30530	1.26
BSU19580	0.6346
BSU00510	1.02
