,ybeF,0.0
2414,ylxX,1.01
2415,divIB,0.9045
2416,murG,0.9007
2417,fliG,1.24
2418,fliE,1.07
2419,flgB,1.13
2420,clpY,0.9299
2421,codV,0.9626
2422,topA,1.18
2423,murE,1.0
2424,ftsL,0.7269
2425,yllB,0.7901
2426,ylbQ,1.2
2427,ylbO,0.9861
2428,yoxD,0.9004
2429,proH,0.8422
2430,gltC,0.7434
2431,yogA,0.7384
2432,ggt,0.0
2433,yoeC,0.0
2434,glnR,0.503
2435,ynbA,0.7823
2436,cwlC,1.01
2437,nrdF,0.9569
2438,ymaA,1.01
2439,ymzC,0.801
2440,yoeA,1.01
2441,pbp,0.8853
2442,yngK,1.01
2443,yngJ,0.9052
2444,yngH,0.9393
2445,yngF,0.0
2446,miaA,1.07
2447,ymaG,0.0
2448,ymaD,0.9539
2449,aprX,1.01
2450,ymzB,1.1
2451,pksN,0.0
2452,rtp,0.0
2453,proJ,1.01
2454,gltB,0.6678
2455,yofA,0.9522
2456,yoeD,0.0
2457,yoeB,0.7521
2458,ynbB,1.06
2459,spoVK,0.9918
2460,ymaB,0.9865
2461,nrdE,1.19
2462,ymzA,1.03
2463,ymaH,0.9502
2464,yoxA,0.9375
2465,yngL,1.05
2466,ynzE,1.03
2467,yngI,1.34
2468,yngG,1.35
2469,yngE,0.9977
2470,ymaF,0.0
2471,ebrB,0.0
2472,ymaC,0.0
2473,ymaE,1.16
2474,pksS,1.11
2475,pksJ,0.0
2476,yoqR,0.0
2477,yoqT,0.0
2478,yoqV,0.0
2479,yoqY,0.0
2480,yorA,0.0
2481,yorC,0.0
2482,yojC,0.0
2483,yojF,0.9738
2484,yojI,0.9449
2485,yojK,0.9772
2486,yojM,1.04
2487,yojO,1.05
2488,yorE,1.02
2489,yorG,0.6738
2490,yorI,0.8092
2491,yorK,0.0
2492,yorN,0.0
2493,yorP,0.0
2494,yocS,1.42
2495,sodF,0.0
2496,dhaS,0.9948
2497,yozO,0.5794
2498,yozN,0.67
2499,yocL,0.7798
2500,yoqS,0.0
2501,yoqU,0.0
2502,yoqW,0.0
2503,yoqZ,0.0
2504,yorB,1.18
2505,yorD,1.15
2506,yojE,1.17
2507,yojH,0.9181
2508,yojJ,0.0
2509,yojL,1.56
2510,yojN,1.23
2511,odhB,0.9971
2512,yorF,0.9571
2513,yorH,0.0
2514,yorJ,0.0
2515,yorM,0.0
2516,yorO,0.0
2517,yorQ,3.0
2518,yocR,1.46
2519,sqhC,0.9388
2520,yozC,0.9239
2521,yocN,0.7813
2522,yocM,0.5401
2523,yocK,0.7235
2524,qcrC,0.76
2525,ypjB,0.9482
2526,ypjD,0.9716
2527,ypjF,0.9501
2528,ypjH,0.9972
2529,birA,0.8811
2530,yolC,0.0
2531,uvrX,0.0
2532,sunA,1.2
2533,yolI,2.04
2534,yolK,1.44
2535,yomB,0.0
2536,panC,0.9227
2537,ypmB,0.8745
2538,asnS,0.9576
2539,nth,0.8439
2540,yppB,1.07
2541,yomD,0.0
2542,yomF,0.0
2543,yomH,0.0
2544,yomK,1.06
2545,yozP,0.0
2546,yomN,0.0
2547,ypjA,1.08
2548,ypjC,1.0
2549,dapB,1.15
2550,ypjG,1.16
2551,papS,1.03
2552,panB,1.04
2553,yolD,0.0
2554,yolF,0.0
2555,sunT,0.0
2556,yolJ,2.09
2557,yomA,0.0
2558,yomC,0.0
2559,panD,0.9632
2560,ypmA,0.0
2561,aspB,1.13
2562,dnaD,0.8826
2563,ypoC,0.9144
2564,yppC,1.09
2565,yomE,0.0
2566,yomG,0.0
2567,yomJ,0.9896
2568,yomL,1.08
2569,yomM,0.0
2570,yomO,0.0
2571,yqhL,0.9101
2572,yqhN,1.23
2573,yqhP,0.8377
2574,yqhS,0.9723
2575,efp,0.9614
2576,spoIIIAA,0.8582
2577,yqkL,1.29
2578,drm,1.13
2579,dacF,1.25
2580,spoIIAB,0.0
2581,spoVAA,0.0
2582,spoVAC,0.0
2583,spoIIIAC,0.0
2584,spoIIIAE,0.0
2585,spoIIIAH,0.0
2586,accC,1.0
2587,yqhZ,0.7807
2588,yqiB,0.8549
2589,spoVAE,0.9572
2590,lysA,1.14
2591,ppiB,0.9943
2592,ypuB,0.0
2593,ypzC,1.58
2594,ypuD,1.05
2595,yqhM,1.05
2596,yqhO,0.9129
2597,yqhR,0.9186
2598,yqhT,1.14
2599,yqhV,0.0
2600,spoIIIAB,1.38
2601,ripX,1.28
2602,pnp,1.01
2603,spoIIAA,0.0
2604,sigF,0.0
2605,spoVAB,0.0
2606,spoVAD,1.09
2607,spoIIIAD,0.0
2608,spoIIIAF,1.32
2609,accB,0.991
2610,yqhY,0.8967
2611,folD,0.9174
2612,yqiC,0.9309
2613,spoVAF,1.16
2614,ypuA,1.28
2615,ypzD,0.0
2616,ypuC,0.0
2617,sipS,1.09
2618,ypuE,2.75
2619,yrkB,0.0
2620,yrkD,0.983
2621,yrkF,0.0
2622,yrkH,0.0
2623,yrkJ,0.0
2624,yrkL,1.09
2625,yqeN,0.9935
2626,gpr,0.0
2627,yqxA,0.0
2628,dnaK,1.21
2629,yqeT,0.9913
2630,yrkN,0.0
2631,yrkP,0.0
2632,yrkR,0.0
2633,spoIIIC,1.26
2634,yqaC,0.0
2635,yqaF,1.52
2636,yqeV,0.8223
2637,rpsU,0.9752
2638,yqeZ,0.7226
2639,yqfB,0.617
2640,yqfD,0.7407
2641,yqfF,1.04
2642,yrkC,0.9674
2643,yrkE,0.0
2644,yrkG,0.0
2645,yrkI,0.0
2646,yrkK,1.24
2647,yrkM,0.0
2648,rpsT,0.9332
2649,spoIIP,0.0
2650,hemN,1.08
2651,grpE,1.06
2652,dnaJ,1.09
2653,yqeU,1.0
2654,yrkO,1.14
2655,yrkQ,1.23
2656,yrkS,0.0
2657,yqaB,0.0
2658,yqaE,1.36
2659,yqdA,0.0
2660,yqeW,1.18
2661,yqeY,1.11
2662,yqfA,0.6755
2663,yqfC,1.05
2664,phoH,1.06
2665,yqfG,1.03
2666,yshE,0.7894
2667,ysiA,0.7137
2668,etfB,0.6597
2669,xsa,0.7735
2670,uvrC,0.7074
2671,lysC,1.05
2672,relA,1.07
2673,yrvJ,1.12
2674,hisS,1.01
2675,yrvM,0.8892
2676,yrzC,1.06
2677,yrvP,1.05
2678,sdhC,0.9422
2679,sdhB,0.8543
2680,gerE,0.8729
2681,racE,1.01
2682,rph,0.852
2683,ysnB,0.8227
2684,yrrB,0.9142
2685,yrrD,0.0
2686,glnM,0.0
2687,glnQ,0.9131
2688,yrzB,0.8272
2689,lcfA,0.9636
2690,ysiB,0.7137
2691,etfA,0.8152
2692,trxA,1.07
2693,ask,1.26
2694,yslB,1.13
2695,yrvI,1.2
2696,yrzK,0.0
2697,aspS,1.22
2698,yrvN,1.1
2699,yrvO,1.2
2700,yrrA,1.07
2701,sdhA,1.04
2702,ysmA,0.8438
2703,ysmB,1.08
2704,gerM,1.04
2705,ysnA,0.8791
2706,ysnE,0.0
2707,yrrC,0.0
2708,glnP,0.7373
2709,glnH,0.9544
2710,yrrI,1.17
2711,yrrK,0.7927
2712,yrrL,1.23
2713,ytkC,0.0
2714,ytlC,0.0
2715,ytlA,0.0
2716,ytmB,0.9513
2717,metK,0.8711
2718,ytnA,1.0
2719,ytsP,0.0
2720,ytwP,0.9883
2721,nifZ,0.837
2722,sspA,0.7812
2723,ytcJ,1.01
2724,yteI,0.8845
2725,ytpA,1.11
2726,ytqA,0.9451
2727,ytrA,1.14
2728,ytrC,0.8784
2729,ytrE,0.7178
2730,ytsA,0.8849
2731,ytfI,0.9099
2732,ytxK,0.9229
2733,moaB,0.7472
2734,argH,1.07
2735,ytkK,1.14
2736,ytlI,1.07
2737,ytlD,1.12
2738,ytlB,0.0
2739,ytmA,0.8729
2740,pckA,1.05
2741,asnB,1.13
2742,ytoA,1.3
2743,ytvP,1.44
2744,braB,1.24
2745,ytbJ,1.02
2746,ytcI,1.08
2747,ytdI,1.07
2748,yteJ,0.801
2749,ytqB,1.09
2750,ytzC,1.19
2751,ytrB,1.22
2752,ytrD,0.9506
2753,ytrF,0.703
2754,ytsB,1.16
2755,ytgI,1.09
2756,ackA,0.7425
2757,argG,1.05
2758,ytzD,1.01
2759,ytkL,1.06
2760,ytmI,0.0
2761,yurW,1.22
2762,yurU,1.27
2763,yurS,0.0
2764,yurQ,0.7509
2765,yurO,0.4215
2766,yurM,0.5929
2767,yufB,0.785
2768,yufD,1.05
2769,yufU,0.8123
2770,yufS,0.0
2771,yufQ,1.58
2772,yufO,1.39
2773,yurK,0.5816
2774,yurI,0.7874
2775,yurF,0.0
2776,yurD,0.0
2777,yunM,0.0
2778,yunK,1.03
2779,yufM,0.8929
2780,yuxK,0.8334
2781,yuxJ,0.7752
2782,kapB,0.9672
2783,patB,0.8249
2784,yugF,0.0
2785,yurV,1.24
2786,yurT,0.8612
2787,yurR,0.9414
2788,yurP,0.7344
2789,yurN,0.5256
2790,yurL,0.6345
2791,yufC,0.7922
2792,yufV,0.9116
2793,yufT,1.08
2794,yufR,0.0
2795,yufP,1.64
2796,yufN,1.61
2797,yurJ,0.7228
2798,yurH,1.05
2799,yurE,1.5
2800,yurB,1.03
2801,yunL,0.0
2802,yunJ,0.0
2803,yufL,1.15
2804,pbpD,1.23
2805,kapD,0.0
2806,kinB,0.98
2807,yugE,0.0
2808,yugG,1.09
2809,yvcJ,0.8551
2810,yvcL,0.8073
2811,yvcN,0.8448
2812,yvcQ,1.14
2813,yvcS,1.19
2814,yvdA,0.9602
2815,yvaO,0.8152
2816,yvzC,0.0
2817,yvaL,0.8292
2818,yvaJ,0.0
2819,yvaG,0.0
2820,yvaE,1.18
2821,yvdC,1.01
2822,yvdE,0.8187
2823,yvdG,0.0
2824,yvdI,0.9094
2825,yvdK,0.0
2826,yvdM,0.8066
2827,yvaC,0.0
2828,yvaA,1.39
2829,yvgY,0.0
2830,yvgW,0.0
2831,yvgU,0.8975
2832,yvgS,0.9528
2833,yvcK,0.9479
2834,crh,0.824
2835,yvcP,1.14
2836,yvcR,2.11
2837,yvcT,0.9159
2838,yvdB,1.1
2839,yvaN,1.06
2840,yvaM,1.06
2841,yvaK,1.1
2842,yvaI,1.19
2843,yvaF,0.0
2844,yvaD,1.1
2845,yvdD,1.35
2846,yvdF,1.17
2847,yvdH,1.11
2848,yvdJ,0.9925
2849,yvdL,1.05
2850,clpP,0.9235
2851,yvaB,0.0
2852,yvgZ,1.04
2853,yvgX,0.0
2854,yvgV,0.9334
2855,yvgT,0.9693
2856,yvgQ,1.06
2857,atpF,0.8423
2858,atpA,0.9902
2859,atpD,0.821
2860,ywmA,0.8966
2861,ywmB,1.21
2862,spoIID,0.8939
2863,ywtE,0.8508
2864,ywtG,0.9931
2865,gerBB,0.9132
2866,pmi,0.8666
2867,tagC,1.08
2868,tagA,1.35
2869,ywmE,0.0
2870,narA,1.01
2871,ywmF,0.0
2872,ureA,0.9
2873,ureC,0.9473
2874,ywnB,0.8625
2875,tagF,0.9854
2876,ggaA,1.12
2877,lytR,0.9746
2878,lytC,1.11
2879,tuaB,0.9396
2880,tuaD,0.8215
2881,atpH,0.9184
2882,atpG,0.8256
2883,atpC,0.7937
2884,ywzB,0.8794
2885,murA,1.41
2886,ywmC,1.01
2887,ywtF,1.15
2888,gerBC,0.0
2889,gerBA,0.0
2890,lytD,1.25
2891,tagB,1.4
2892,tagE,1.33
2893,narQ,1.24
2894,rapB,1.41
2895,ywmG,2.04
2896,ureB,1.03
2897,ywnA,0.0
2898,ywnC,1.17
2899,tagG,1.07
2900,yvyH,0.963
2901,lytB,1.07
2902,tuaA,0.0
2903,tuaC,0.0
2904,tuaE,0.9459
2905,yxkA,1.12
2906,yxkC,1.36
2907,aldY,1.07
2908,msmX,1.04
2909,yxzE,0.8309
2910,yxkJ,0.7985
2911,spsD,0.8242
2912,spsG,0.0
2913,spsJ,0.8171
2914,yweA,1.41
2915,rocA,0.7803
2916,rocC,0.7767
2917,cydB,0.0
2918,cydD,0.8588
2919,yxlA,1.01
2920,yxlC,0.9094
2921,yxlE,0.979
2922,yxlG,0.9858
2923,ywfB,1.99
2924,ywfD,1.44
2925,ywfF,1.74
2926,ywfH,1.29
2927,pta,0.8724
2928,ywfL,1.38
2929,galE,0.8976
2930,yxkD,0.7758
2931,yxkF,1.14
2932,yxkH,1.02
2933,yxkI,1.09
2934,cydA,0.9419
2935,spsE,0.9088
2936,spsI,1.45
2937,spsK,0.9118
2938,yweB,1.09
2939,rocB,0.0
2940,ywfA,0.9728
2941,cydC,0.0
2942,yxkO,1.04
2943,sigY,1.36
2944,yxlD,1.14
2945,yxlF,1.05
2946,yxlH,1.17
2947,ywfC,1.85
2948,ywfE,1.84
2949,ywfG,1.47
2950,ywfI,1.15
2951,ywfK,1.43
2952,ywfM,1.25
2953,yyaH,1.06
2954,yyaJ,0.8677
2955,yyaL,1.01
2956,yyaN,1.21
2957,tetL,1.08
2958,yyaP,0.9569
2959,yxbD,1.84
2960,yxbF,0.9964
2961,yxcA,1.2
2962,yxcC,1.49
2963,yxcE,0.9362
2964,iolR,0.8847
2965,yyaR,0.0
2966,yyaT,0.0
2967,yybB,0.8627
2968,yybD,0.0
2969,yybF,0.767
2970,yybI,0.9337
2971,iolB,0.0
2972,iolD,1.01
2973,iolF,0.7811
2974,iolH,0.0
2975,iolJ,0.933
2976,yxdK,1.02
2977,yyaI,0.963
2978,yyaK,1.28
2979,yyaM,0.0
2980,yyaO,0.9683
2981,tetB,0.9724
2982,yyaQ,0.947
2983,aldX,0.9253
2984,yxbG,1.34
2985,htpG,1.45
2986,yxcD,1.07
2987,iolS,1.11
2988,iolA,0.9677
2989,yyaS,0.0
2990,yybA,1.09
2991,yybC,1.05
2992,yybE,0.7723
2993,yybG,1.31
2994,yybJ,1.28
2995,iolC,0.0
2996,iolE,0.9971
2997,iolG,0.9622
2998,iolI,0.0
2999,yxdJ,1.08
3000,yxdL,1.22
3001,yeeF,1.01
3002,purQ,0.8942
3003,ydgJ,1.02
3004,pbpC,0.9402
3005,srfAC,1.23
3006,ycgI,0.0
3007,yknT,0.0
3008,ptsI,0.0
3009,ykvU,0.0
3010,ykzE,0.0
3011,yjdH,0.6029
3012,yhdN,1.7
3013,yczC,1.1
3014,lmrA,0.8966
3015,ybgB,1.14
3016,ybdD,0.7601
3017,fus,1.06
3018,yfiX,0.0
3019,yfkF,0.0
3020,treA,0.7843
3021,yflP,0.7097
3022,yesY,1.08
3023,yddN,0.0
3024,yerP,1.31
3025,ydjD,0.8294
3026,yddE,0.0
3027,yclG,0.0
3028,nasB,0.6906
3029,ycdB,0.8877
3030,patA,0.0
3031,ykvW,0.0
3032,ykrP,1.15
3033,ykoY,0.8271
3034,yhaP,1.15
3035,yhbB,0.9615
3036,yccC,0.0
3037,ybgE,1.59
3038,ybgA,0.9592
3039,rpmD,0.6919
3040,rpoB,1.46
3041,clpC,1.15
3042,yfiB,1.19
3043,yfkI,1.16
3044,yflH,0.8948
3045,yetM,1.13
3046,cotJC,0.0
3047,yddK,0.0
3048,yabD,0.7807
3049,yurG,0.7452
3050,ytqD,0.9875
3051,acuB,0.0
3052,dnaE,0.8721
3053,levR,0.0
3054,yqzC,1.01
3055,yaaO,0.9283
3056,ypbG,0.7832
3057,ypvA,0.8418
3058,cgeB,0.9919
3059,yloB,0.8479
3060,glcT,0.8318
3061,yjcD,1.01
3062,metS,0.9702
3063,ythC,1.04
3064,ytpB,1.28
3065,ytoI,0.0
3066,yrhJ,1.15
3067,yqxH,0.0
3068,bmrU,0.0
3069,yaaN,0.7595
3070,qcrB,1.12
3071,yosO,0.0
3072,ylqF,1.05
3073,spoVD,1.07
3074,yjgC,1.24
3075,yjaX,1.31
3076,rplO,0.6633
3077,rplR,0.67
3078,rpsH,0.6377
3079,rplE,0.7185
3080,rplN,0.6819
3081,rpmC,0.688
3082,xpaC,0.7416
3083,bofA,1.05
3084,recR,0.8424
3085,dnaX,1.07
3086,yaaI,0.8859
3087,rpsC,0.7705
3088,rpsS,0.7269
3089,rplW,0.7381
3090,rplC,0.8978
3091,ybaC,0.7423
3092,rpsG,0.8625
3093,serS,0.7859
3094,yaaD,0.9573
3095,guaB,0.9969
3096,gyrB,0.9227
3097,recF,0.925
3098,rpsE,0.7352
3099,rplF,0.7078
3100,rpsN,0.6017
3101,rplX,0.7362
3102,rpsQ,0.7193
3103,rplP,0.6736
3104,csfB,0.0
3105,yaaL,0.9862
3106,yaaK,1.06
3107,yaaJ,1.18
3108,yaaH,0.0
3109,rplV,0.8528
3110,rplB,0.8901
3111,rplD,0.9152
3112,rpsJ,0.9561
3113,tufA,1.15
3114,rpsL,0.8712
3115,yaaE,0.9567
3116,dacA,1.0
3117,yaaC,1.78
3118,yaaB,0.8677
3119,yaaA,0.9356
3120,yclA,0.0
3121,yckJ,0.8619
3122,yczE,0.0
3123,ycxD,0.0
3124,ycxB,0.0
3125,srfAD,1.18
3126,ycbD,0.8573
3127,ycbA,0.0
3128,ybgH,0.0
3129,ybgF,1.07
3130,ybfP,0.6897
3131,ybfN,0.0
3132,yckH,0.9849
3133,yckF,0.9413
3134,nucA,1.1
3135,yckE,1.69
3136,yckC,0.9881
3137,yckA,1.15
3138,ybfM,0.8468
3139,ybfK,0.9075
3140,purT,1.12
3141,ybfH,0.7666
3142,ybfF,0.0
3143,ybfB,0.9246
3144,yckK,0.9151
3145,yckI,0.9061
3146,sfp,1.06
3147,ycxC,0.9275
3148,ycxA,1.07
3149,comS,0.8712
3150,ycbB,0.0
3151,ybgJ,0.0
3152,ybgG,0.9944
3153,ybfT,1.25
3154,ybfO,0.9006
3155,psd,0.9655
3156,yckG,1.19
3157,tlpC,1.08
3158,nin,1.3
3159,yckD,1.53
3160,yckB,1.43
3161,yciC,1.16
3162,pssA,1.07
3163,ybfJ,1.19
3164,ybfI,1.02
3165,ybfG,1.22
3166,ybfE,0.0
3167,ybfA,0.7304
3168,ydhD,0.0
3169,ydgK,0.0
3170,ydgH,0.0
3171,dinB,0.0
3172,expZ,0.0
3173,ydgD,0.0
3174,rsbS,0.9258
3175,ydcE,0.999
3176,dal,0.8966
3177,ydcB,0.0
3178,ydbS,0.8596
3179,murF,0.9793
3180,ydgB,0.0
3181,ydfT,0.0
3182,ydfR,0.0
3183,ydfQ,0.0
3184,ydfO,0.0
3185,ydfM,0.0
3186,ydbP,0.9744
3187,ydbM,0.9273
3188,ydbK,1.11
3189,ydbI,1.18
3190,ydbF,0.8464
3191,ydbD,0.8992
3192,ydhC,0.0
3193,ydgI,0.0
3194,ydgG,0.0
3195,ydgF,0.9846
3196,ydgE,1.13
3197,ydgC,1.18
3198,rsbR,0.9897
3199,ydcD,1.07
3200,ydcC,0.9196
3201,ydbT,1.03
3202,ydbR,1.07
3203,ddlA,1.08
3204,ydgA,0.0
3205,ydfS,0.0
3206,ydzH,0.0
3207,ydfP,1.08
3208,ydfN,0.0
3209,ydfL,0.0
3210,ydbN,1.11
3211,ydbL,1.28
3212,ydbJ,1.16
3213,ydbG,0.0
3214,ydbE,0.0
3215,ydbC,0.0
3216,yfkM,0.9995
3217,treR,0.7841
3218,yfkQ,1.29
3219,yfkS,0.0
3220,yflA,1.43
3221,yflC,0.0
3222,yefB,1.12
3223,yerQ,0.9406
3224,yerN,0.912
3225,yerL,1.06
3226,sapB,0.0
3227,yerH,0.8235
3228,yflE,1.02
3229,yflG,0.7877
3230,yflJ,0.0
3231,yflL,0.7677
3232,yflN,0.0
3233,citT,0.7327
3234,yerF,1.01
3235,yerD,1.03
3236,yerA,0.8408
3237,yezC,0.0
3238,purH,0.7599
3239,purM,0.8006
3240,yfkO,0.7189
3241,treP,0.9134
3242,yfkR,1.03
3243,yfkT,1.16
3244,yflB,0.9924
3245,yflD,0.0
3246,yefA,1.07
3247,yerO,1.21
3248,yerM,1.27
3249,opuE,0.0
3250,yerI,1.13
3251,yflF,1.47
3252,yflI,0.9192
3253,yflK,1.11
3254,yflM,1.03
3255,citM,0.9501
3256,citSc,0.0
3257,yerE,1.04
3258,yerB,0.9962
3259,yecA,0.8615
3260,purD,0.7979
3261,purN,0.878
3262,purF,0.8303
3263,yhaL,0.0
3264,yhaN,0.0
3265,yhaS,0.0
3266,yhaU,0.8772
3267,yhaW,1.1
3268,yhaY,0.8931
3269,ygaO,0.0
3270,ygaN,0.9128
3271,ygbA,0.0
3272,katA,2.42
3273,ygaK,0.0
3274,ygaJ,0.9636
3275,yheA,0.7777
3276,yheD,0.8974
3277,sspB,0.0
3278,yheG,0.8853
3279,yheK,0.0
3280,yheN,1.28
3281,ygaI,0.7745
3282,ygaH,0.939
3283,ygaF,0.9436
3284,ygaE,0.8607
3285,ygaC,0.9892
3286,sspE,0.7951
3287,yhaM,0.9632
3288,yhaO,0.8099
3289,yhaT,1.05
3290,yhaV,0.9323
3291,yhaX,0.0
3292,yhaZ,1.17
3293,yhzA,1.2
3294,ygcA,1.01
3295,ygaL,0.0
3296,senS,0.0
3297,thiA,1.24
3298,ygzA,0.0
3299,yheB,1.27
3300,yheE,0.0
3301,yheF,0.0
3302,yheI,1.05
3303,yheM,1.12
3304,yhdZ,1.3
3305,ygxA,1.29
3306,ygaG,1.17
3307,gsaB,0.9678
3308,ygaD,1.03
3309,ygaB,0.0
3310,yfhR,0.8344
3311,yjdA,0.9782
3312,yjcR,1.09
3313,yjcP,1.02
3314,yjcN,1.25
3315,yjcL,1.25
3316,yjcJ,0.9323
3317,yitI,0.9934
3318,yitG,0.0
3319,yitE,0.0
3320,yitC,0.0
3321,yitA,0.7433
3322,yisX,0.8206
3323,yjcH,0.9666
3324,yjcF,0.8561
3325,yjcC,0.0
3326,yjcA,0.0
3327,cotW,0.0
3328,cotY,0.9705
3329,yisV,0.8517
3330,yisT,1.14
3331,degA,0.9792
3332,yisQ,0.8795
3333,yisO,0.8885
3334,yjcS,1.02
3335,yjcQ,0.9917
3336,yjcO,0.0
3337,yjcM,1.88
3338,yjcK,1.14
3339,yjcI,0.0
3340,yitH,0.8604
3341,yitF,1.18
3342,yitD,1.07
3343,yitB,1.07
3344,yisY,1.0
3345,yisW,0.0
3346,yjcG,0.8833
3347,yjcE,0.0
3348,yjcB,0.0
3349,cotV,0.9421
3350,cotX,0.0
3351,cotZ,0.0
3352,yisU,0.0
3353,yisS,1.04
3354,yisR,0.9624
3355,yisP,0.8469
3356,yisN,1.04
3357,yisL,1.0
3358,ykuG,0.0
3359,ykuE,0.9168
3360,ykuC,0.9023
3361,kinA,1.01
3362,ykwD,0.0
3363,ykwB,1.22
3364,ykfC,0.9645
3365,ykfA,1.02
3366,dppD,0.9518
3367,dppB,0.9441
3368,ykeA,0.7962
3369,ykcC,0.0
3370,splA,0.6424
3371,ykvZ,0.7011
3372,ykvV,1.15
3373,ykvS,0.0
3374,ykvQ,0.0
3375,ykvO,0.0
3376,ykcA,0.791
3377,ykaA,1.22
3378,spoIISA,0.8896
3379,xhlB,0.0
3380,xkdY,0.0
3381,xkdW,0.0
3382,ykuF,0.9122
3383,ykuD,0.0
3384,ykyB,1.37
3385,ykwC,0.9816
3386,splB,0.8073
3387,ykfB,1.05
3388,dppE,1.2
3389,dppC,0.0
3390,dppA,1.22
3391,htrA,1.08
3392,ykcB,0.0
3393,ptsG,0.9222
3394,ykvY,1.17
3395,ykvT,1.08
3396,ykvR,0.0
3397,ykvP,0.0
3398,ykvN,0.0
3399,ykbA,0.8015
3400,ykaB,1.25
3401,xlyA,0.0
3402,xhlA,0.0
3403,xkdX,0.0
3404,xkdV,0.0
3405,smf,1.2
3406,sucC,1.02
3407,ylqG,0.9669
3408,rplS,0.8397
3409,ylqE,0.0
3410,ylqC,0.8535
3411,rpmF,0.7981
3412,ylbM,1.01
3413,ylbK,1.03
3414,ylbI,0.8801
3415,ylbG,1.13
3416,ylbE,0.0
3417,ylxM,1.02
3418,ftsY,0.7756
3419,rncS,0.7565
3420,fabG,0.9878
3421,plsX,1.11
3422,ylpB,0.8544
3423,ylbC,1.0
3424,ylbA,0.8069
3425,ctaF,0.6872
3426,ctaD,0.9264
3427,ctaB,0.8982
3428,ylaO,1.25
3429,sucD,0.9676
3430,ylqH,0.8504
3431,rnh,0.9706
3432,trmD,0.9773
3433,ylqD,1.04
3434,rpsP,0.8981
3435,ylbN,0.9602
3436,ylbL,1.16
3437,ylbJ,1.12
3438,ylbH,1.03
3439,ylbF,1.31
3440,ylbD,0.0
3441,ylqB,1.21
3442,acpA,0.9806
3443,fabD,1.38
3444,ylpC,1.07
3445,ylpA,0.9247
3446,ylbB,0.0
3447,ctaG,0.8899
3448,ctaE,0.933
3449,ctaC,0.9507
3450,ctaA,0.7871
3451,ylaN,1.12
3452,yngD,0.0
3453,yngA,0.0
3454,ynfF,1.15
3455,bglC,0.8227
3456,ynfC,1.45
3457,grlB,0.9761
3458,pksI,0.8367
3459,pksG,0.9446
3460,pksE,1.06
3461,pksC,1.33
3462,pksA,0.8911
3463,mutL,0.9429
3464,yneS,0.8646
3465,yneQ,1.1
3466,tlp,0.0
3467,citB,0.0
3468,cotL,0.0
3469,yneK,0.946
3470,cotE,0.591
3471,ymcB,0.7612
3472,tdh,0.7781
3473,ymdB,0.7832
3474,pbpX,1.45
3475,cinA,1.01
3476,yngC,0.9645
3477,xynD,1.04
3478,ynfE,0.0
3479,alsT,0.9575
3480,grlA,0.8303
3481,yneT,1.14
3482,pksH,0.9764
3483,pksF,1.09
3484,pksD,0.0
3485,pksB,0.0
3486,ymcC,0.0
3487,mutS,1.18
3488,yneR,1.03
3489,yneP,0.0
3490,yneN,0.9549
3491,cotK,0.0
3492,cotM,0.0
3493,yneJ,1.12
3494,ymcA,0.7753
3495,kbl,1.04
3496,spoVS,0.9053
3497,ymdA,1.22
3498,recA,1.05
3499,pgsA,0.9256
3500,yorR,0.0
3501,yorT,0.0
3502,yorV,0.0
3503,yorX,0.0
3504,yorZ,0.0
3505,yosB,0.0
3506,yocJ,0.8536
3507,yocH,0.8104
3508,yocF,0.3989
3509,yocD,1.25
3510,yocB,0.8388
3511,yocA,1.05
3512,yosD,0.0
3513,yosF,0.0
3514,yosH,0.0
3515,yosJ,0.0
3516,yosL,1.07
3517,yosP,0.8877
3518,yobW,0.0
3519,yobU,0.0
3520,yobS,0.7549
3521,yobQ,1.25
3522,yobO,1.06
3523,yobM,0.9794
3524,yorS,0.0
3525,mtbP,0.0
3526,yorW,0.0
3527,yorY,0.0
3528,yosA,0.0
3529,yosC,0.0
3530,yocI,0.9617
3531,yocG,0.5005
3532,yocE,0.5694
3533,yocC,0.0
3534,yozB,0.7473
3535,yozA,0.0
3536,yosE,0.0
3537,yosG,0.0
3538,yosI,0.0
3539,yosK,1.41
3540,yosM,0.0
3541,yosQ,0.0
3542,yobV,1.2
3543,yobT,0.0
3544,yobR,1.26
3545,csaA,1.04
3546,yobN,1.0
3547,yobL,1.27
3548,yppD,0.0
3549,yppF,0.9478
3550,ypqE,0.794
3551,yprB,0.9267
3552,ypsA,1.11
3553,ypsC,1.08
3554,yomP,0.0
3555,yomR,0.0
3556,yomT,0.0
3557,yomV,0.0
3558,yomX,0.0
3559,yomZ,0.0
3560,kduD,1.07
3561,kdgR,0.9057
3562,kdgA,0.0
3563,ypwA,1.15
3564,pbuX,1.09
3565,ypbQ,0.0
3566,yonB,0.0
3567,yonD,0.0
3568,yonF,0.0
3569,yonH,0.0
3570,yonK,0.0
3571,yonO,0.0
3572,yppE,0.9314
3573,yppG,0.0
3574,cotD,1.05
3575,ypsB,1.17
3576,yptA,0.9832
3577,yomQ,0.0
3578,yomS,0.0
3579,yomU,0.0
3580,yomW,0.0
3581,yomY,0.0
3582,yonA,0.0
3583,kduI,1.14
3584,kdgK,0.0
3585,kdgT,0.0
3586,xpt,1.24
