gene_id	value
BSU39370	0.9229
BSU36920	0.9703
BSU28290	0.07901
BSU04030	1.05
BSU06150	0.9393
BSU15910	1.04
BSU00930	0.7138
BSU00380	0.9374
BSU08000	1.41
BSU15900	1.09
BSU24740	1.36
BSU25660	1.33
BSU03981	0.6581
BSU34660	1.1
BSU01580	2.02
BSU33390	1.27
BSU25020	0.9118
BSU33370	1.41
BSU26600	1.37
BSU33380	1.26
BSU22430	0.9853
BSU26590	1.6
BSU24310	1.2
BSU30790	0.867
BSU28430	0.7414
BSU32100	0.5118
BSU28440	0.804
BSU28450	0.7394
BSU16090	0.5737
BSU32200	1.07
BSU16100	0.4885
BSU03130	0.8588
BSU38050	0.9734
BSU02750	1.34
BSU01680	0.0
BSU02760	1.17
BSU09850	1.39
BSU37110	0.6721
BSU11640	1.06
BSU35710	1.64
BSU35760	1.23
BSU22730	0.6565
BSU35720	1.06
BSU27860	0.5942
BSU35530	1.39
BSU38060	0.7776
BSU35750	1.21
BSU35730	0.9687
BSU37320	0.9927
BSU35690	1.37
BSU03330	0.9318
BSU35680	1.21
BSU30800	0.9028
BSU35590	1.41
BSU03320	1.16
BSU35600	1.14
BSU03310	1.04
BSU37280	1.03
BSU35570	1.32
BSU37260	1.13
BSU35550	1.25
BSU37270	0.9989
BSU35540	1.76
BSU03290	1.01
BSU35609	1.42
BSU03300	0.8603
BSU16990	1.21
BSU11250	0.1416
BSU21770	0.4696
BSU32250	0.1806
BSU17890	0.8728
BSU21820	0.8957
BSU17680	0.9814
BSU15550	1.12
BSU11650	0.6822
BSU40340	0.8512
BSU15560	1.04
BSU18670	1.1
BSU18480	1.11
BSU03270	1.1
BSU22420	1.03
BSU15190	1.09
BSU34790	0.8955
BSU32110	0.3926
BSU37660	0.6895
BSU07810	0.9189
BSU07800	1.12
BSU22640	0.9384
BSU14860	0.7199
BSU22630	1.01
BSU14590	0.7762
BSU14580	0.801
BSU14600	0.6843
BSU15180	1.27
BSU39540	0.9364
BSU38860	0.7963
BSU30870	1.22
BSU23070	0.5298
BSU33930	0.8793
BSU15220	1.65
BSU15200	0.9153
BSU33910	0.8806
BSU16540	0.9251
BSU29790	0.9322
BSU15230	1.35
BSU35580	0.8921
BSU04570	1.16
BSU03280	1.08
BSU28140	1.34
BSU25420	1.17
BSU10120	0.9332
BSU36890	0.8198
BSU03010	1.06
BSU38240	0.8915
BSU15480	1.55
BSU39360	1.05
BSU36650	0.8728
BSU28130	1.28
BSU36660	0.6738
BSU36640	1.03
BSU30560	1.42
BSU23920	1.25
BSU18210	1.51
BSU23500	0.9904
BSU22610	0.725
BSU27900	1.28
BSU10140	0.8771
BSU18830	1.14
BSU06530	1.66
BSU22650	0.9511
BSU06500	1.67
BSU34860	0.6301
BSU06450	1.53
BSU22060	1.27
BSU06470	1.42
BSU22070	1.16
BSU06480	1.5
BSU17600	1.18
BSU17610	1.17
BSU34880	0.5528
BSU06660	1.35
BSU30530	1.25
BSU19580	0.2059
BSU00510	1.03
